-0.65660265,-0.56527162,-0.46007383,-0.19323858,0.096890826,0.3839027,0.67473043,0.93705151,1.1494922,1.4305683,1.4772065,1.4507699,1.4387986,1.5126216,1.4762089,1.2774354,1.0470628,0.82102968,0.5513263,0.26763147,-0.012546794,-0.28708857,-0.45446228,-0.62096309,-0.59629723,-0.46653334,-0.28491877,-0.050680367,0.17161168,0.43243634,0.70922274,0.99174538,1.3106059,1.3629803,1.4243332,1.3961508,1.3228266,1.3874217,1.4979068,1.5789625,1.5058877,1.4567555,1.270951,0.98371463,0.69044276,0.40777048,0.12512314,-0.14373227,-0.38492899,-0.56058286,-0.78427156,-0.77000576,-0.80252779,-0.81587079,-0.90555577,-0.98321957,-1.0617812,-1.1623177,-1.2548483,-1.2937974,-1.2113077,-1.1253513,-1.046867,-0.99232274,-0.91977169,-0.84657219,-0.80417384,-0.756139,-0.82639556,-0.92503407,-1.0169387,-1.1008376,-1.1784066,-1.2645376,-1.2773569,-1.2058508,-1.137158,-1.0128735,-0.9380778,-0.86148643
-0.8379287,-0.75785815,-0.5349308,-0.23246885,0.076960414,0.35286617,0.63946407,0.89540579,1.2448167,1.4002415,1.445797,1.4037252,1.435614,1.5519146,1.5047513,1.31315,1.0061325,0.86820645,0.5474419,0.28196032,0.017309462,-0.30334791,-0.60696214,-0.83830387,-0.83412348,-0.71583987,-0.4993171,-0.2463231,0.033682657,0.32073612,0.64554708,0.94256916,1.2295422,1.3771958,1.5184179,1.6800061,1.6036336,1.4658951,1.3790716,1.3860389,1.4420454,1.4747382,1.3300324,1.0274364,0.70123202,0.40077987,0.073717932,-0.21513095,-0.51129552,-0.74478103,-0.56330922,-0.59557326,-0.68446015,-0.8451372,-1.0044208,-1.1468488,-1.2846195,-1.3309709,-1.2533416,-1.1040266,-0.9583293,-0.84626269,-0.72406666,-0.62239743,-0.59576084,-0.64099481,-0.76822874,-0.88353783,-0.96154499,-1.0443757,-1.1322978,-1.1284926,-1.1989697,-1.2529664,-1.23319,-1.1139416,-1.0315933,-0.84867445,-0.69405361,-0.64707781
-0.58389338,-0.58123503,-0.41202012,-0.14524141,0.1463568,0.46453848,0.78888156,1.0321575,1.3700407,1.4475551,1.3914069,1.3697923,1.4326485,1.5248211,1.6048199,1.4619649,1.1938943,0.92035789,0.64706997,0.3730864,0.03401062,-0.23555065,-0.43149809,-0.58411698,-0.67223991,-0.58898647,-0.41587099,-0.19488044,0.052743265,0.32588212,0.61000219,0.93451917,1.2351359,1.3340164,1.3576186,1.2994828,1.2912841,1.3193583,1.2878059,1.2607256,1.3919038,1.4274312,1.2530238,0.92333921,0.63544281,0.36404305,0.091475617,-0.12558953,-0.36931267,-0.48088867,-0.41000772,-0.46188274,-0.55889995,-0.75884734,-0.93375161,-1.1323077,-1.3027897,-1.425014,-1.4484869,-1.3269384,-1.2337969,-1.0772029,-0.92033566,-0.77979113,-0.64824026,-0.59181873,-0.69246322,-0.84123122,-0.98371361,-1.1169539,-1.2553121,-1.4219631,-1.56931,-1.423419,-1.2663182,-1.1092025,-0.99546499,-0.84903235,-0.68257516,-0.56024155
-0.32408643,-0.29318037,-0.14393839,0.064165947,0.29031432,0.53782854,0.73588774,0.93740162,1.1880516,1.3453191,1.3517767,1.3538229,1.385473,1.4701657,1.4709364,1.3138815,1.0557641,0.79974609,0.58071966,0.35526222,0.13004395,-0.099798268,-0.28813123,-0.4011257,-0.32679702,-0.23195289,-0.086457906,0.11816518,0.33030883,0.55361375,0.78170205,1.0154241,1.1605737,1.2149981,1.1852082,1.2157687,1.3753482,1.327966,1.3892732,1.3147319,1.3266904,1.3909208,1.2586864,1.0134045,0.74991904,0.52496651,0.29055349,0.048141568,-0.13306945,-0.27898963,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133,-1.1115133
-0.77968293,-0.69850982,-0.47969412,-0.20547813,0.07633466,0.36523778,0.61950517,0.95325749,1.1904462,1.1960734,1.2107324,1.2087629,1.2790191,1.2360832,1.0059004,0.71952958,0.37719569,0.079007604,-0.23457102,-0.46987457,-0.67259632,-0.71601057,-0.63883281,-0.45822616,-0.21918049,0.029037606,0.31501456,0.61736681,0.89766024,1.2361395,1.5620699,1.6661741,1.5482831,1.3034977,1.0932635,1.0702762,1.2048801,1.3856555,1.7019071,1.771685,1.7632442,1.6661741,1.3310712,0.99582766,0.6681809,0.36996468,0.062294666,-0.22832477,-0.44919442,-0.65754342,-0.46939625,-0.60965551,-0.74634146,-0.81561294,-1.0055046,-1.1626737,-1.2431434,-1.3578268,-1.3713688,-1.2385853,-1.1132102,-0.95049817,-0.86490767,-0.77295837,-0.69623078,-0.5278634,-0.66809452,-0.7764754,-0.9062961,-1.0342317,-1.098101,-1.2260366,-1.2911214,-1.3174879,-1.2642175,-1.1370134,-1.0475683,-0.88606613,-0.71834588,-0.55220127
-0.4785889,-0.40126157,-0.25112783,-0.020423487,0.23616802,0.48069064,0.72224518,0.97637966,1.1125968,1.325473,1.371665,1.3594782,1.412943,1.4379063,1.4180536,1.2910748,1.0982478,0.86042798,0.64067212,0.40458199,0.17118475,-0.057632596,-0.27725086,-0.4337532,-0.45771406,-0.35734971,-0.179717,0.030230436,0.24833518,0.48739339,0.72871205,0.9388364,1.1867006,1.3854243,1.4361372,1.409798,1.3710753,1.3785447,1.3777584,1.4457687,1.5289143,1.403508,1.1552507,0.92547021,0.65745848,0.42105385,0.17012332,-0.053092023,-0.26313774,-0.42687355,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787,-1.0782787
-0.70232293,-0.66542485,-0.5155921,-0.23221818,0.07400267,0.41504712,0.67333366,0.96973531,1.2084388,1.2692072,1.3035053,1.3732078,1.4575699,1.4241017,1.2642284,0.99711844,0.68744013,0.36907665,0.08108356,-0.22209472,-0.48851323,-0.68348665,-0.67333553,-0.5663477,-0.32841872,-0.082634372,0.12719233,0.40484068,0.69252952,0.97847579,1.27142,1.5048681,1.5383363,1.4700168,1.4340592,1.3593779,1.1966834,1.2620157,1.39091,1.511783,1.676635,1.4694636,1.2155473,0.92487123,0.6310696,0.3679426,0.087113381,-0.17438169,-0.41933625,-0.58692654,-0.67245042,-0.75678493,-0.79982347,-0.90172191,-1.0245864,-1.1737,-1.2612707,-1.3215191,-1.2927779,-1.1845703,-1.0506142,-0.9270029,-0.84136838,-0.77739143,-0.67292064,-0.67413766,-0.78062762,-0.81420653,-0.9351072,-1.0951187,-1.2237918,-1.2809036,-1.3196604,-1.2776508,-1.1990916,-1.1189614,-1.0129417,-0.89350697,-0.79379365,-0.66321207
-0.68833983,-0.69950759,-0.54940619,-0.2638818,-0.024576479,0.29602686,0.60255991,0.89880978,1.1374517,1.4138262,1.4348349,1.3983462,1.4525264,1.5548054,1.572497,1.4298592,1.1990402,0.94074419,0.62622231,0.31858353,0.020232799,-0.27046083,-0.55745029,-0.68134615,-0.71410309,-0.58553557,-0.48190202,-0.23422087,0.0029559335,0.28806568,0.560432,0.86561055,1.1794137,1.3980697,1.4937145,1.4257127,1.3997283,1.4102326,1.3054657,1.389224,1.5995871,1.5456833,1.3090593,0.99086092,0.6961867,0.37069056,0.064268073,-0.21614236,-0.46111449,-0.67587284,-0.46321536,-0.37572531,-0.50642134,-0.63778081,-0.79971341,-0.94677409,-1.1416295,-1.326257,-1.382715,-1.4176834,-1.3141217,-1.1357692,-0.98392626,-0.81823421,-0.7045939,-0.60770524,-0.52626901,-0.69044069,-0.79844183,-0.93184688,-1.1148158,-1.2590016,-1.3478683,-1.309837,-1.2968448,-1.2239503,-1.0898542,-0.94660823,-0.79106116,-0.59836191
-0.5397118,-0.56747245,-0.39183556,-0.1530669,0.11671244,0.42375875,0.72213833,0.97591128,1.1959652,1.4156129,1.3701125,1.3308413,1.3614458,1.4315922,1.4183212,1.2520282,1.0272617,0.83079757,0.51289075,0.19785478,-0.092345561,-0.34866437,-0.55856196,-0.58445384,-0.4397193,-0.30776819,-0.12146039,0.10888529,0.34646227,0.63593136,0.91735663,1.211132,1.4234671,1.4250921,1.2509448,1.1894652,1.2699033,1.3744459,1.2577157,1.2241321,1.3026744,1.4432381,1.3454665,1.0767434,0.78694929,0.48502176,0.18899846,-0.05391399,-0.29980563,-0.47406125,-0.73858638,-0.57573293,-0.46474451,-0.53998263,-0.64726061,-0.75833029,-0.91896289,-1.0519432,-1.1997652,-1.3418402,-1.420889,-1.4916827,-1.3821351,-1.2455635,-1.0811392,-0.93927555,-0.84209974,-0.74291975,-0.72815921,-0.86701662,-0.97526961,-1.1040248,-1.2625449,-1.4341166,-1.4209648,-1.3223238,-1.2852409,-1.1949985,-1.0358284,-0.90108774
-0.79169593,-0.70810313,-0.48998327,-0.19510543,0.10033703,0.41762119,0.73327094,1.0319822,1.3165484,1.5001673,1.4315219,1.394079,1.46213,1.5405819,1.5251292,1.3091193,1.1199434,0.84042901,0.53645788,0.24511632,-0.06408493,-0.33869605,-0.61446612,-0.82361156,-0.81939181,-0.69324483,-0.46481331,-0.19546203,0.09587954,0.39976151,0.71526268,1.0290403,1.3336355,1.4713422,1.5254264,1.3735746,1.3875414,1.3643624,1.4166636,1.279997,1.2904869,1.4202296,1.2002673,0.89433492,0.60382542,0.29186053,0.043845769,-0.21269766,-0.51123064,-0.71927657,-0.30829597,-0.42710294,-0.60305494,-0.77240986,-0.94045724,-1.0880596,-1.2584546,-1.4315211,-1.5757536,-1.4308317,-1.2709653,-1.098609,-0.94351805,-0.73547212,-0.56855397,-0.43444294,-0.43985136,-0.64641147,-0.78836767,-0.98746891,-1.1103471,-1.2308182,-1.3136383,-1.3356583,-1.2853481,-1.140242,-0.98836041,-0.83059497,-0.62546126,-0.38983832
