1,2,3,1,1,2,3,0,1,0
2,1,3,1,1,3,4,0,1,1
3,2,3,1,1,3,4,0,1,0
4,3,2,1,1,3,3,0,1,0
5,3,3,1,1,3,2,0,1,0
6,4,4,1,1,3,3,0,1,0
7,2,3,1,1,3,2,0,1,0
8,3,3,1,0,3,2,0,1,0
9,2,3,1,1,3,4,0,1,0
10,1,1,1,1,2,2,1,1,0
11,1,3,1,0,3,3,1,1,0
12,1,4,1,1,1,3,0,1,0
13,4,4,1,0,1,4,0,1,0
14,2,4,1,0,3,3,0,1,0
15,3,4,1,1,2,3,0,1,0
16,2,4,1,1,4,1,0,1,0
17,1,1,1,1,2,4,0,1,0
18,2,2,1,1,2,4,0,1,0
19,2,2,1,1,2,3,0,1,0
20,2,1,1,1,2,1,1,1,0
21,3,4,1,0,4,1,0,1,0
22,3,4,1,0,3,1,0,1,0
23,4,4,0,1,1,4,0,1,0
24,4,4,1,1,1,4,0,1,0
25,4,4,1,1,1,4,0,1,0
26,2,4,1,1,3,3,0,1,0
27,4,4,1,0,1,4,0,1,0
28,4,4,1,0,1,4,0,1,0
29,4,4,1,0,2,2,0,1,0
30,1,2,1,1,2,4,0,1,0
31,3,4,1,1,1,4,0,1,0
32,4,4,1,1,3,2,0,1,0
33,2,4,1,0,1,2,0,1,0
34,2,2,1,1,3,1,0,1,0
35,2,3,1,1,3,3,0,1,0
36,1,3,1,1,3,2,1,1,0
37,1,2,1,0,3,1,0,1,0
38,3,3,1,1,3,2,0,1,0
39,2,2,1,1,3,4,0,1,0
40,2,2,1,1,2,4,0,1,0
41,1,1,1,1,3,1,0,1,0
42,2,3,1,0,1,3,0,1,0
43,2,4,1,1,1,3,0,1,0
44,4,4,0,1,1,4,0,1,0
45,2,2,1,1,3,2,0,1,0
46,1,4,1,1,2,1,0,1,0
47,4,4,1,1,2,3,0,1,0
48,4,4,1,1,2,4,0,1,0
49,4,4,1,1,1,4,0,1,0
50,4,4,1,0,1,4,0,1,0
51,4,4,1,0,1,4,0,1,0
52,4,4,0,1,2,4,0,1,0
53,3,4,1,1,3,3,0,1,0
54,4,4,0,0,2,3,0,1,0
55,2,4,1,1,2,3,0,1,0
56,2,2,1,1,2,2,1,1,0
57,4,4,1,0,1,4,0,1,0
58,3,4,1,1,2,1,0,1,0
59,2,3,1,1,3,4,0,1,0
60,4,4,1,1,1,2,0,1,0
61,3,3,1,1,3,3,0,1,1
62,2,3,1,1,2,3,0,1,0
63,1,2,1,0,1,3,0,1,0
64,2,3,1,1,2,1,0,1,0
65,2,4,1,0,1,3,0,1,0
66,2,4,1,1,3,1,0,1,0
67,4,2,1,1,3,3,0,1,0
68,2,3,1,1,3,1,0,1,0
69,3,4,1,1,3,4,0,1,0
70,4,4,1,0,3,3,0,1,0
71,2,3,1,1,2,3,0,1,0
72,2,3,1,1,1,4,0,1,0
73,2,3,1,1,1,1,0,1,0
74,2,3,1,1,1,2,0,1,0
75,3,4,1,1,2,3,0,1,0
76,3,4,1,1,2,3,0,1,0
77,4,4,1,0,2,4,0,1,0
78,3,4,1,1,1,4,0,1,0
79,2,3,1,1,3,2,0,1,0
80,4,4,1,0,1,4,0,1,0
81,4,4,0,1,1,4,0,1,0
82,4,4,0,0,1,4,0,1,0
83,2,4,1,0,4,4,0,1,0
84,4,4,0,0,1,4,0,1,0
85,4,4,1,1,1,4,0,1,0
86,4,4,1,1,1,4,0,1,0
87,4,4,1,1,1,3,0,1,0
88,4,4,0,1,1,4,0,1,0
89,2,4,1,1,1,4,0,1,0
90,2,2,1,0,2,1,0,1,0
91,2,3,1,1,2,1,0,1,0
92,2,4,1,1,1,4,0,1,0
93,2,2,1,1,2,1,0,1,0
94,2,2,1,0,3,2,0,1,0
95,1,2,1,1,1,3,0,1,0
96,1,3,1,1,2,3,1,1,1
97,2,3,1,0,2,3,0,1,0
98,4,4,1,1,2,1,0,1,0
99,2,2,1,1,3,1,0,1,0
100,2,3,1,1,2,1,0,1,0
101,1,2,1,1,3,1,1,1,0
102,2,3,1,0,2,2,0,1,0
103,2,4,1,0,3,2,0,1,0
104,4,3,1,1,2,3,0,1,0
105,2,4,1,1,3,3,0,1,0
106,3,3,1,1,3,2,0,1,0
107,4,4,1,1,1,1,0,1,0
108,3,4,1,0,1,3,0,1,0
109,2,3,1,1,3,1,0,1,0
110,2,3,1,1,3,1,0,1,0
111,4,4,1,0,3,3,0,1,0
112,3,3,1,0,2,3,0,1,0
113,4,4,1,1,1,4,0,1,0
114,2,2,1,1,3,3,0,1,0
115,3,4,1,1,1,3,0,1,0
116,4,4,1,1,1,4,0,1,0
117,4,4,0,0,3,3,0,1,0
118,3,4,1,1,1,3,0,1,0
119,4,3,1,1,2,3,0,1,0
120,2,3,1,1,3,3,0,1,0
121,1,2,1,1,2,4,1,1,0
122,2,3,1,1,2,3,0,1,0
123,3,4,1,1,3,3,0,1,0
124,2,3,0,1,3,2,0,1,0
125,2,1,1,0,3,2,0,1,0
126,3,4,1,1,1,2,1,1,0
127,4,4,1,1,1,3,0,1,0
128,2,3,1,1,3,2,1,1,0
129,1,3,1,0,2,2,1,1,0
130,3,4,1,1,1,3,0,1,0
131,3,4,1,1,3,1,0,1,0
132,4,4,0,0,1,3,0,1,0
133,1,2,1,1,3,1,0,1,0
134,3,4,1,1,3,1,1,1,0
135,4,4,1,1,1,3,0,1,0
136,3,3,1,0,2,4,0,1,0
137,4,4,1,1,3,3,0,1,0
138,3,3,1,1,2,2,0,1,0
139,4,4,0,1,3,1,0,1,0
140,4,4,1,1,1,4,0,1,0
141,4,4,1,1,1,3,0,1,0
142,4,4,0,0,3,3,0,1,0
143,4,4,1,0,1,3,0,1,0
144,4,4,0,1,3,3,0,1,0
145,2,4,1,1,3,4,0,1,0
146,4,4,1,1,1,4,0,1,0
147,4,4,1,1,2,3,0,1,0
148,4,4,1,1,1,4,0,1,0
149,4,4,1,0,1,3,0,1,0
150,4,4,1,1,1,4,0,1,0
151,4,4,1,1,2,4,0,1,0
152,1,3,1,1,3,2,0,1,0
153,3,4,1,1,1,4,1,1,0
154,4,4,1,1,2,4,0,1,0
155,1,2,1,1,2,2,0,1,0
156,1,1,1,1,2,3,1,1,0
157,4,4,1,0,2,4,0,1,0
158,2,4,1,1,3,2,0,1,0
159,1,4,1,1,1,2,1,1,0
160,2,2,1,1,3,1,0,1,0
161,1,1,1,1,2,1,1,1,0
162,4,4,1,0,1,4,0,1,0
163,1,3,1,1,2,3,0,1,0
164,3,3,1,0,3,3,0,1,0
165,4,4,1,1,2,3,0,1,0
166,3,4,1,1,2,4,0,1,0
167,3,4,1,1,1,4,0,1,0
168,4,4,1,1,1,4,0,1,0
169,4,4,1,1,2,4,0,1,0
170,3,4,1,0,2,4,0,1,0
171,4,4,1,1,1,4,0,1,0
172,2,2,1,0,3,1,0,1,0
